title,label
"카카오, 내달 ‘먹통 사태’ 재발방지대책 발표",0
"[특징주]카카오, 사우디 국부펀드 투자 보도에 5%대 강세",1
"SK증권 “카카오뱅크, 매출 성장률 둔화… 목표가·투자의견 모두 하향”",2
"카카오, 서울카페쇼 ‘온라인 페어’ 진행…브랜드 지원 목적",0
“아~ 카카오” 그룹주 동반 하락...남몰래 웃는 카뱅,1
"카카오게임즈, PC 생존 FPS '디스테라' 얼리 액세스 출시",0
"카카오·케이·토스뱅크, 3분기 중저신용 대출 비중↑ 목표치 달성할 듯",1
"카카오페이 ""핀테크 최초 TCFD 지지…기후 관련 재무정보 공개""",0
"카카오, 서비스 장애 관련 ‘1015 피해지원 협의체’ 첫 회의 진행",0
"SK증권, 카카오뱅크 투자의견·목표주가 모두 하향",2
"카카오게임즈 생존 FPS ‘디스테라’, 스팀 얼리 액세스 출시",0
"카카오, 개발자 컨퍼런스 '이프 카카오' 내달 개최…먹통 사태 대비책 공유",0
"카카오메이커스, ‘2022 서울카페쇼’와 함께 온라인페어 진행",0
카카오택시 ‘콜 몰아주기’ 제재 움직임에… 모빌리티업계 “불똥 튈라” 긴장,2
"""빈 살만이 관심 보이니""...네이버·카카오 동반 강세",1
"카카오·토스, 디지털 뱅킹 역량 전통은행 앞질렀다",1
카카오게임즈 기대 신작 '디스테라'…앞서 해보기 형태 출시,0
‘카카오 먹통’ 보상 첫 회의 “합리적 기준 신속히 마련”,0
"카카오페이, TCFD 지지선언… ""기후변화 대응 역량 강화""",1
[특징주]빈살만 투자 소식에…카카오 5% 등 그룹주 급등,1
"카카오 '먹통 사태' 보상 협의체 첫 회의… ""신속히 기준·정책 마련""",0
"사우디 국부펀드, 카카오엔터테인먼트에 8000억 투자하나",1
'먹통 사태' 카카오…2주 만에 호감도 회복,1
"카카오뱅크 vs 케이뱅크, 주담대 어디서 받을까",0
"적금 들면 치킨 온다…카카오뱅크, 금리 7% 상품 출시",1
"BBQ, 국가대표 응원 ... 카카오쇼핑라이브서  '자소만' 5천원 할인",0
"카카오엔터 북미법인 타파스, '애니메 NYC'서 오리지널 IP 선봬",0
[특징주] 빈살만 카카오엔터 투자 추진 소식에 그룹·웹툰주 강세,1
"카카오 ""먹통 보상책 서두를 것""",0
"카카오뱅크, 장기 대출성장률 전망치 하향…투자의견·목표가↓-SK증권",2
"한국조에티스, 동물병원 전용 카카오톡 채널 파일럿 개설",0
"""서울 재건축·재개발 정비계획, 카카오톡으로 받아보세요""",0
‘먹통 사태’ 카카오 2주 만에 호감도 평소 수준 회복,1
"카카오모빌리티, 상생기금 22억원으로 택시기사 의료지원",0
[특징주] 빈살만 카카오엔터 투자 추진 소식에 그룹·웹툰주 수혜(종합),1
"카카오뱅크, '26주적금 with 교촌치킨' 출시",0
"카카오, '먹통 사태' 피해 보상 협의체 첫 회의",0
카카오메이커스-2022 서울카페쇼 온라인페어 개최,0
"카카오, 서비스 장애 관련 ‘1015 피해지원 협의체’ 첫 회의 마쳐",0
"당근마켓, 신임 대표에 카카오 출신 '황도연' 부사장 내정",0
"아르코문학창작기금 선정작, 카카오 브런치로 본다",0
"카카오, 서비스 장애 관련 '1015 피해지원 협의체' 첫 회의",0
카카오그룹株 동반 상승…‘빈 살만 투자 논의’에 투심 개선 [증시이슈],0
"포스코케미칼, 양·음극재 투트랙 전략…미래첨단소재 기업 변신 가속도",1
[IRA 점검]포스코케미칼 음극재 美 시장 '돌풍' 예상...'인니산 니켈'은 어쩌나,2
"포스코케미칼, 6거래일 만에 하락…단기 급등 피로감",2
"""양극재 생산량 2배로""…진격의 포스코케미칼",1
포스코케미칼·GM 합작사의 특이한 지분구조...'85대 15' 이례적 사례,0
"[특징주] 연일 신고가 경신하던 포스코케미칼, 5%대 약세",2
"포스코케미칼, IRA 수혜 기대감에 또 신고가 경신 [증시이슈]",1
"포스코케미칼, 세계 최대 규모 양극재 공장 완공",1
"""임원 내보내라""…공정위, 협력사 경영 간섭한 포스코케미칼 제재",2
"미래 먹거리 '양극재' 잡자… 포스코케미칼, 세계 최대 공장 건설",1
"유안타證 ""포스코케미칼, 내년도 올해처럼 양극재 중심 성장""",1
"포스코케미칼, 숨 고르는데도 한 달 새 40% 급등",1
"포스코케미칼, 세계 최대 양극재 공장 준공",1
"포스코케미칼 ""포드사 양급제 공급 관련 결정된 사항 없어""",0
"""2차전지株로 성공적 변신""…40% 뛴 포스코홀딩스",1
포스코-광양 상생안…8개월째 공회전?,0
"포스코케미칼, 양극재 사업 확대 잰걸음…""IRA 대응 가능""",0
협력사 임원 인사·지분율까지 간섭한 포스코케미칼,0
"[포항]공정위, 포스코케미칼 '슈퍼 갑질' 철퇴···""경영 간섭""",2
"포스코케미칼, 817억 규모 연와보수 협력작업 체결",1
"""쌩큐, 바이든"" 7개월만에 129% 폭등...파죽지세 포스코케미칼",1
세계 최대 규모 포스코케미칼 양극재 광양공장 준공,1
"[클릭! 이 종목] `IRA 수혜주` 포스코케미칼, 52주 신고가 연일 경신",1
"'파월 쇼크'에도…포스코케미칼, 나홀로 급등 이유는",1
"포스코케미칼, 차세대 음극재 투자 소식에 ‘급등’",1
"'IRA 대응 가능' 포스코케미칼, 52주 신고가",1
"포스코케미칼, 양극재 '환경 인증' 획득",1
“인사청탁 거부하자 계약해지”… 포스코케미칼 협력사 사장의 눈물,2
[취재수첩] 호실적에 가려진 포스코케미칼의 부끄러운 민낯,2
무색해진 공정거래 노력…포스코케미칼 협력사 갑질 논란,2
전담조직에 부서별 커미니케이터까지…포스코케미칼 최고의 IR,1
"'LG엔솔 재계약 앞둔' 포스코케미칼, 2023년 하이니켈 양극재 양산 본격화",0
"포스코케미칼, 음극재 시장 정복 나선다",1
"지주사 전환 8개월 포스코그룹, 신사업 추진속도 '탄력'",1
"[종목이슈] 원준, 포스코케미칼의 美 자동차 3사 음극재 공급 '숨은 수혜주'",1
"'완성차업체 공략' 포스코케미칼, GM 다음은?…포드·테슬라 등 거론",0
포스코케미칼 `광양`·에코프로 `포항`… 배터리 순환경제 잰걸음,1
"민경준 포스코케미칼 대표, ""미국 자동차 3사와 음극재 공급 논의""...JV 설립하나",0
[주식 초고수는 지금] 국내외 정책 수혜 기대되는 포스코케미칼 매수 1위…미래나노텍·에코프로비엠도 주목,1
화학의 롯데 vs 금속의 포스코…배터리에서 붙는다,0
"10대그룹 시총, 올해 97조 증발…'현대重·포스코' 웃고, 'SK' 울었다",1
[주식 초고수는 지금] 멈추지 않는 2차전지…포스코케미칼·삼성SDI 등 관심집중,1
[사진]포스코케미칼 '제20회 머니투데이 IR대상' 종합대상 수상,1
[주식 초고수는 지금] 美 IRA 수혜 기대 큰 포스코케미칼·LG엔솔 매수세 집중,1
배터리 제조사 '패싱' 가능한 포스코케미칼…이유는? [IT클로즈업],1
"[단독] 포스코·에코프로, 加 퀘벡서 양극재 '정면 대결'",0
"""우리 없으면 안 돼""…포스코, '꿈의 배터리' 핵심되나",1
"포스코케미칼, 9분기 연속 최대 매출",1
"[특징주] 포스코케미칼, 이차전지 소재 매출 확대 전망에 '신고가'",1
"포스코케미칼, 7일 기업설명회 개최",0
포항시 23일 취업박람회 개최…포스코 등 120곳 참여,0
"나홀로 빛난 포스코케미칼...민경준 사장, '5연임' 보인다",1
[주식 초고수는 지금] 주도주 굳힌 2차전지株 포스코케미칼·LG화학·에코프로 매수세,0
[김대호 박사의 오늘 기업·사람] CJ제일제당·포스코·SPC삼립·테라파워,0
"포스코케미칼, 세계 최대 규모 양극재공장 준공…연산 9만톤",1
"[포토]포스코케미칼, 세계 최대 규모 양극재공장 준공",1
협력사 임원 ‘낙하산’ 보낸 포스코케미칼… 과징금 5.8억,2
"철강주→리튬주로 변신한 포스코홀딩스 주가 40%↑…""내년 기업가치 부각 본격화""",1
"포스코케미칼, 세계 최대 규모 양극재 공장 완성…연산 9만톤",1
"광양에 세계 최대 양극재 생산기지 구축…포스코케미칼, 글로벌 1위 '정조준' [뒷북비즈]",1
포스코케미칼 하도급법 등 위반 제재,2
"포스코케미칼, 연산 '9만 톤' 양극재공장 종합 준공…""세계 최대 규모""",1
포스코케미칼 '협력사 부당 경영 간섭' 5억8000만 원 과징금,2
"""다 잃고 나갈래?""… 포스코케미칼, 협력사 사장 압박 등 '갑질' 혐의로 공정위 철퇴",2
"포스코케미칼, 광양에 양극재공장 준공…“전기차 100만대 분량”",1
[여기는 전남] 포스코케미칼 양극재 광양공장 종합 준공 외,0
협력사 임원 내쫓기까지 ‘포스코케미칼’ 갑질… 공정위 과징금 5.8억원 부과,2
"도넘은 포스코케미칼, 협력사 ‘갑질’ 충격… “아직도 이런데가 있나” 비판 확산",2
협력사 임원 마음대로 꽂았다 … 포스코케미칼 과징금,2
"포스코케미칼, 세계 최대 전기차 배터리 소재 공장 준공",1
"공정위 “포스코케미칼, 19개 협력사 임금·인사·지분 등 경영사안 결정”",1
협력사 임원 연봉까지 간섭… 포스코케미칼 과징금,2
포스코케미칼 광양에 최대 양극재공장 준공,1
포스코케미칼 세계 최대 양극재 광양공장 종합 준공,0
"포스코케미칼, 광양에 세계 최대 ‘양극재 전용 공장’ 완공",1
"“사장님, ○○임원 왜 안 내보내세요?”···공정위, 협력사 경영 대놓고 간섭한 포스코케미칼에 과징금 5억8000만원",2
"포스코케미칼, 광양 양극재공장 '종합 준공'…캐파 9만톤",0
"포스코케미칼, 2023년 실리콘 음극재 투자 돌입",1
포스코케미칼 양극재 광양공장 종합준공식,0
"포스코케미칼, 양극재 환경성적표지 인증받았다…ESG 경영 강화",1
"포스코케미칼, 양극재도 ‘환경성적표지’ 인증",1
"포스코케미칼, 양극재 환경성적표지 인증 획득...업계 최초",1
"500兆 수주액 믿는다… LG·포스코, 배터리 소재 증설",0
"포스코케미칼, 양극재 ‘환경성적표지’ 인증 획득…ESG 경쟁력↑",1
"민경준 포스코케미칼 사장 ""북미 음극재 신규 공장 투자 검토""",0
"[특징주]포스코케미칼, 음극재 투자 소식에 7%대 급등",1
포스코케미칼이 만든 양극재 1㎏ 탄소발자국은 최소 22㎏...업계 첫 정부 인증,1
"포스코케미칼, 포스코와 연와보수 협력작업 체결…총 1조646억 규모",0
"포스코케미칼, 국내 배터리 소재 업체 처음 '양극재 환경성적표지' 받았다",1
포스코케미칼 '종합대상'…머니투데이 IR대상 성료,0
"포스코케미칼, 양극재 환경성적표지 인증",1
"포스코케미칼 민경준, 북미 음극재 공장 신설 시사…""연내 윤곽""",1
"민경준 포스코케미칼 대표 ""연말께 JV방식으로 북미 지역 음극재 증설 투자 협상 추진""",1
"[Biz &amp; Now] 포스코케미칼, 세계 최대 규모 양극재공장 본격 가동",1
"[비즈&amp;] 포스코케미칼, 배터리 소재 양극재 친환경 인증 外",1
"'배터리 호황' 포스코케미칼, 9분기 연속 매출 신기록…""올해 3조 돌파""",1
"민경준 포스코케미칼 사장 ""합작투자 포함 음극재 증설 협상 추진""",1
"포스코, 풍력용 후판제품 생산공장 인정",1
"흔들리는 브리티시볼트…포스코케미칼 등 韓 기업, 유럽 공략은?",0
"롯데케미칼, 배터리 승부수…제2의 포스코케미칼 될까 [기업&amp;이슈]",0
민망한 최정우 포스코그룹 회장의 ‘친환경 경영’ 청사진,1
"[특징주] 포스코케미칼, 차세대 음극재 사업 본격화 기대감에 '신고가'",1
[주식 초고수는 지금] '美 IRA 수혜주' 포스코케미칼·에코프로비엠 매수 상위,1
[주식 초고수는 지금] ‘믿을 건 실적 뿐’ 포스코케미칼·LG에너지솔루션 2차전지주에 수급 집중,1
"[특징주] 포스코케미칼, 깜짝 실적 힘입어 연일 강세",1
"에코프로-포스코, 加 퀘벡서 '양극재 대결'",1
"""IRA 발효→러브콜 쇄도""…포스코케미칼, 북미 투자 앞당기나",1
